Year,Month,Date,State,Production,Status Data
2020,Dec,2020-12-01,Negeri Sembilan,539,f
2020,Dec,2020-12-01,Sarawak,745,f
2019,Sep,2019-09-01,Johor,730,f
2019,Sep,2019-09-01,Kedah,1411,f
2019,Sep,2019-09-01,Kelantan,1389,f
2019,Sep,2019-09-01,Melaka,705,f
2019,Sep,2019-09-01,Pahang,477,f
2019,Sep,2019-09-01,Perak,437,f
2019,Sep,2019-09-01,Sabah,358,f
2019,Sep,2019-09-01,Selangor,668,f
2019,Sep,2019-09-01,Perlis,1411,f
2019,Sep,2019-09-01,Terengganu,1389,f
2019,Sep,2019-09-01,Negeri Sembilan,705,f
2019,Sep,2019-09-01,Sarawak,358,f
2022,Sep,2022-09-01,Johor,361,f
2022,Sep,2022-09-01,Kedah,715,f
2022,Sep,2022-09-01,Kelantan,1370,f
2022,Sep,2022-09-01,Melaka,201,f
2022,Sep,2022-09-01,Pahang,665,f
2022,Sep,2022-09-01,Perak,497,f
2022,Sep,2022-09-01,Sabah,401,f
2022,Sep,2022-09-01,Selangor,182,f
2022,Sep,2022-09-01,Perlis,715,f
2022,Sep,2022-09-01,Terengganu,1370,f
2022,Sep,2022-09-01,Negeri Sembilan,201,f
2022,Sep,2022-09-01,Sarawak,401,f
2021,Jun,2021-06-01,Johor,450,f
2021,Jun,2021-06-01,Kedah,822,f
2021,Jun,2021-06-01,Kelantan,1088,f
2021,Jun,2021-06-01,Melaka,310,f
2021,Jun,2021-06-01,Pahang,411,f
2021,Jun,2021-06-01,Perak,426,f
2021,Jun,2021-06-01,Sabah,147,f
2021,Jun,2021-06-01,Selangor,558,f
2021,Jun,2021-06-01,Perlis,822,f
2021,Jun,2021-06-01,Terengganu,1088,f
2021,Jun,2021-06-01,Negeri Sembilan,310,f
2021,Jun,2021-06-01,Sarawak,147,f
2018,Aug,2018-08-01,Johor,687,f
2018,Aug,2018-08-01,Kedah,1291,f
2018,Aug,2018-08-01,Kelantan,956,f
2018,Aug,2018-08-01,Melaka,839,f
2018,Aug,2018-08-01,Pahang,521,f
2018,Aug,2018-08-01,Perak,480,f
2018,Aug,2018-08-01,Sabah,501,f
2018,Aug,2018-08-01,Selangor,794,f
2018,Aug,2018-08-01,Perlis,1291,f
2018,Aug,2018-08-01,Terengganu,956,f
2018,Aug,2018-08-01,Negeri Sembilan,839,f
2018,Aug,2018-08-01,Sarawak,501,f
